Id,SalePrice
2658,199629.76055186475
2718,178479.65784294085
2414,175958.22601010717
1989,175179.43609476436
625,214670.49964341277
333,65474.74350119973
1327,174926.2939586601
858,174092.01648472715
95,163638.73072462168
1568,201855.8626317416
2482,142815.5062852071
1364,273175.7069220714
2584,184273.66850336705
818,260249.91527015276
2673,174611.7839684724
2089,108387.77319292013
1297,205042.85726494953
790,134867.59763569984
2616,236007.3566873076
720,222621.6387977054
222,129611.734103492
557,116493.81063399056
1148,194025.74340069623
2766,173079.7539564516
534,161809.29508776538
1452,123201.59291749753
630,156117.5560088086
2648,184807.80069738047
125,120759.8242088788
1904,57420.58458377907
1670,128613.55714900472
756,257040.05822246303
717,300079.7786055079
1032,154570.37161988294
852,235675.66027275292
1731,154280.75788975504
2639,199293.39704783904
2071,62024.39752414276
1267,85019.5536521313
1851,181428.5848018683
567,131463.92587937549
2439,199354.10883213437
1898,155394.8591149822
647,201391.81994180288
2256,234592.47318564396
979,79216.41852656816
1444,211510.81403074015
2485,115981.32539348582
157,135630.5279573098
88,106862.72878836773
2003,175443.25718864717
186,235261.7021143869
1425,243809.70203073978
2695,282907.6754801173
738,93580.13906646504
395,133349.81389423937
1353,156753.42794313293
1878,180346.22146447242
390,149472.178026475
1456,236473.5427985474
1103,277733.09909491066
1387,97705.15610181045
2070,135675.27009442897
1199,142231.89583036647
2479,158651.19947124203
501,279238.4303442485
2362,90393.41757498393
1718,178328.7277842001
2188,63902.914321074095
1483,141474.55514853133
2557,109136.48414970802
437,257356.0585263627
2224,242448.89967999968
1628,157221.02289761376
397,132471.2729016955
587,199840.72265518593
971,162303.59196904258
2611,154626.93978188158
1887,68930.83523669936
2399,244837.95201408266
2148,213590.47135853508
304,287546.54528133647
1997,182134.1657162001
2817,139173.75499527194
1431,178721.70043423274
427,287682.5874229144
263,130015.51141417547
598,151095.18937362154
2895,290185.36883425544
687,135682.921117943
1822,103349.69940996871
2191,144265.848116924
179,165276.47499404853
1009,172618.70846199084
2010,111655.86634165104
1991,196451.05451056318
