Id,SalePrice
2658,141929.98173978334
2718,164924.6280902025
2414,196128.15530491006
1989,111100.33590615439
625,193687.73916487946
333,83014.34339678651
1327,104193.81119781864
858,136998.74990051184
95,182463.00567101446
1568,172621.63920099093
2482,165792.36235898794
1364,126652.42579818299
2584,156536.64131957237
818,250505.18739712602
2673,187815.9702054536
2089,124872.01821635748
1297,151747.5574119528
790,111854.38908081493
2616,229197.81804232943
720,188731.1135469148
222,142541.96236802093
557,122484.0569013056
1148,208177.0177149909
2766,167362.0689947914
534,185331.61560742106
1452,104660.58681573407
630,110992.74095704142
2648,127485.09129809859
125,153766.761605438
1904,39755.73707014174
1670,101814.91613442
756,77122.11857479453
717,245254.03821806135
1032,154628.50522097308
852,221099.49629917197
1731,174151.54172348595
2639,130823.47881890126
2071,67824.17986250637
1267,92941.35218906161
1851,190554.20542551196
567,149854.71053563445
2439,214144.55692263079
1898,162106.31935780766
647,183757.0469207204
2256,241139.7039721379
979,117342.25041629226
1444,218797.88380916315
2485,116715.89547018931
157,123180.74922494162
88,113561.2670992137
2003,109205.78470740878
186,210608.2817929349
1425,254786.45712322244
2695,127379.22170902268
738,97180.76085936363
395,155924.11029622276
1353,168075.1677319579
1878,162571.90922806683
390,167734.9470492817
1456,242666.24396417537
1103,330403.7486422324
1387,126674.2512906931
2070,152018.27980180076
1199,180960.63246300133
2479,177569.1631585652
501,315773.71622860816
2362,90974.33579050857
1718,222745.61382942172
2188,71791.53773409259
1483,158496.98204387413
2557,75709.21963327416
437,315490.93823563226
2224,210206.6061433604
1628,169286.44392955993
397,130905.52114493345
587,214030.1928428222
971,159366.65301211356
2611,154431.01425485258
1887,72903.43747370449
2399,338265.2385500147
2148,205834.73910461683
304,131345.69995523864
1997,124701.38722440731
2817,112744.24928189153
1431,187967.5349001858
427,316743.69096129586
263,110740.80160150785
598,176658.63969146428
2895,259532.54988722657
687,146939.2249334966
1822,128997.27095122394
2191,104376.0671443347
179,123893.22524479
1009,210781.95300162878
2010,115614.99279346169
1991,141969.07672358854
1411,204273.8804389985
1721,243418.7761887644
1144,194514.3923040681
593,219356.50538749868
575,299731.3884733127
1249,186907.18134385804
1604,118178.68140693745
1064,450753.02686056483
1923,156668.45049449606
1988,118120.04924842683
2325,172554.2261398194
114,206019.40394663406
2700,181405.62661446157
217,149704.78852710073
343,194323.7801611411
386,228666.17197565935
2005,125595.62608274553
2908,147005.5808965209
1814,231335.40016875035
2446,467387.79341929255
208,127083.23008211647
1679,119960.92780633029
822,317118.78926426556
6,197194.96437255703
1781,388951.4849128531
2397,281025.33749679814
2340,302913.795824634
1618,160625.12881146828
2843,119477.04179916592
1061,351390.9956550457
2786,103646.97205900439
1935,136829.0565323724
1341,107394.74339460782
521,266968.31313060585
2136,129824.7442598803
996,202336.0644285238
227,135520.34952270883
135,181647.76435012664
1167,177380.6836620857
294,230738.74738208103
1776,196472.64032333545
540,173550.76255748738
1717,220263.9636488598
2303,119193.66015595492
116,190935.37000480774
127,126844.40157949404
1371,132421.9305960186
1014,159923.0984223079
1507,105001.4535273138
702,146028.85533939247
750,162347.68108755458
261,150149.28701657886
1559,41472.2445928868
577,230449.66814427814
2812,201228.36073734323
2080,160842.041119276
1368,129255.03802791718
2376,120845.27659039773
659,95259.38925717646
1235,134412.711374364
332,76153.22844753289
1917,142850.84710511487
2094,243617.98478904637
1460,286892.7048091007
1471,219327.296552424
1509,113380.63368976853
1922,131054.60485162624
433,445229.8012711712
460,256349.03772905553
1116,253459.34082888407
1137,177539.34654256576
53,178842.81056146455
2354,266343.71544170345
1475,195226.22441756088
1761,492452.544346386
842,135862.09391579233
2739,191867.94962976142
2509,154485.9030352327
1007,203158.13234478366
2610,199871.16165351626
1952,55497.53679644075
2719,173917.08847319512
2921,84722.10343770465
1966,133129.76223551613
292,126282.59763004017
1204,216772.71258091638
1829,262975.20491913694
2419,188785.57918222403
391,162351.84168730644
798,119562.52047853256
481,201023.54205200417
193,213470.09899728387
555,106410.0832998768
899,42473.84165108614
2357,196948.32509967746
328,134247.67934495924
1356,112263.63650079598
1154,90029.35834225142
