Id,SalePrice
2658,154650.51771543012
2718,205259.02524720225
2414,201603.8914500801
1989,116142.679867537
625,175184.00493214955
333,87976.42922152579
1327,115184.29917301168
858,154342.1330591638
95,212630.87898913724
1568,168505.39702074882
2482,172571.20022161747
1364,141712.34164738655
2584,166499.83743503573
818,263975.92670535203
2673,182206.54858288844
2089,160793.10515275784
1297,140230.78331602341
790,118701.51159239723
2616,209770.78447848908
720,203034.5918688022
222,138658.42110178107
557,104685.38379727188
1148,207986.96489623818
2766,143949.39057455608
534,215520.74107996607
1452,112512.4332488738
630,134115.39925107826
2648,139318.20877919416
125,146594.92184320185
1904,22140.955637217732
1670,86786.1842365202
756,80021.01670875843
717,242116.6619829971
1032,149304.97542737564
852,227320.40864094906
1731,197429.11587847676
2639,124032.25799606903
2071,82532.7005145012
1267,118274.24211637629
1851,214305.7032432782
567,163002.125201846
2439,227542.88974509388
1898,158972.39679918322
647,157775.18012295105
2256,217432.88647102052
979,122046.55400838982
1444,220868.86118146498
2485,116706.81570040388
157,122270.9726289385
88,120907.53847301845
2003,110533.96931265341
186,230823.1684130882
1425,266442.4154081687
2695,130859.94439070998
738,100084.86035778234
395,160731.41127223778
1353,186135.35132258036
1878,152555.6195289041
390,182995.9412122264
1456,226869.34142306447
1103,291550.72598042386
1387,110155.51844784105
2070,143805.98969493993
1199,198555.86786804488
2479,178231.74548518658
501,295221.0366784567
2362,87468.77695088205
1718,197009.08995775576
2188,55682.29647639301
1483,156399.07072572364
2557,55793.66756150103
437,307740.5863817395
2224,187007.5544721987
1628,195169.47457887838
397,128123.38617351465
587,209687.06953118183
971,199458.4593973814
2611,166992.7949211402
1887,104775.82358992496
2399,302367.92190215364
2148,225257.1358206966
304,126004.19367859676
1997,127300.71126323403
2817,94025.01100178971
1431,179460.94128864934
427,304099.53238642216
263,113521.45971083664
598,167001.01168388617
2895,254995.393531736
687,173799.31396435527
1822,131410.59980600234
2191,98015.45521285059
179,152157.00376704242
1009,219375.12690394372
2010,118487.07757658395
1991,154206.9824715797
1411,156045.39909140952
1721,259919.05489535
1144,188782.64928050013
593,234564.16584625863
575,261485.41965893097
1249,197242.1081897549
1604,126370.52879750612
1064,390115.0075424642
1923,158301.87445673998
1988,111425.53048709524
2325,169641.91608823184
114,192397.71956819203
2700,214603.34881259268
217,161599.19950307556
343,180086.59835169418
386,253887.529366737
2005,128585.43955321191
2908,160595.33289333247
1814,224671.33715314395
2446,404782.32632892556
208,142082.49854792142
1679,117163.33556102915
822,300493.1327317164
6,186772.2920324225
1781,342929.03293995
2397,265315.24075891287
2340,297171.37693593604
1618,174183.5074059884
2843,131427.4430852877
1061,317029.279449316
2786,112512.4332488738
1935,130781.71135911206
1341,109690.16601293813
521,283481.1871283641
2136,122608.52717552474
996,189012.22866971977
227,133249.41825416312
135,169324.1826018917
1167,178025.79344134056
294,229573.30076575582
1776,220564.59439234133
540,204999.64460141887
1717,197009.08995775576
2303,115620.78413826227
116,191999.52853794047
127,131341.31086012255
1371,147556.2601922413
1014,174766.39127466222
1507,128642.18547160248
702,150471.57939482108
750,153202.77121323184
261,159381.23403172242
1559,46708.561513226945
577,241595.6861859262
2812,217996.4694198761
2080,165058.25757805118
1368,152743.12472291943
2376,112664.35559839639
659,101696.72566665965
1235,120774.69281903608
332,86553.32932123449
1917,146093.2169448135
2094,230726.14204369695
1460,273035.59524710756
1471,201771.74335192842
1509,124782.32511898619
1922,134812.46840597386
433,403826.7796244824
460,276929.36513980944
1116,261387.37469196785
1137,180460.50153440842
53,201700.47653325135
2354,251899.98451312748
1475,225503.03818203136
1761,466729.73263680376
842,139119.7593782551
2739,157632.59096933017
2509,180586.11403166852
1007,228169.75292130606
2610,186924.51510540815
1952,71035.92623400688
2719,203745.48555425787
2921,87235.92203559657
1966,136440.76011331845
292,130842.61482174066
1204,214711.72360897413
1829,253606.1344946276
2419,204790.12968013692
391,173023.41311795404
798,130224.46095993347
481,204988.34019558714
193,224567.8173578314
555,115150.85621305858
899,56670.49837762234
2357,195066.35612755362
328,120034.9118172687
1356,125122.95385350822
1154,106108.48369756318
1730,182224.93626773753
2249,144645.43191446364
1119,255800.73160420428
2856,119999.78258027881
1394,154481.54339390714
2587,125438.26307853637
61,302131.647350908
2661,218162.11522672954
2711,135851.02174499515
1147,184845.58969651372
757,150694.7910304363
